Sqrt of 1216.0 is 34.871, time taken 0.261 seconds
Sqrt of 1218.0 is 34.900, time taken 0.232 seconds
Sqrt of 1220.0 is 34.928, time taken 0.250 seconds
Sqrt of 1222.0 is 34.957, time taken 0.289 seconds
Sqrt of 1224.0 is 34.986, time taken 0.265 seconds
Sqrt of 1226.0 is 35.014, time taken 0.269 seconds
Sqrt of 1228.0 is 35.043, time taken 0.269 seconds
Sqrt of 1230.0 is 35.071, time taken 0.274 seconds
Sqrt of 1232.0 is 35.100, time taken 0.290 seconds
Sqrt of 1234.0 is 35.128, time taken 0.271 seconds
Sqrt of 1236.0 is 35.157, time taken 0.284 seconds
Sqrt of 1238.0 is 35.185, time taken 0.248 seconds
Sqrt of 1240.0 is 35.214, time taken 0.245 seconds
Sqrt of 1242.0 is 35.242, time taken 0.255 seconds
Sqrt of 1244.0 is 35.270, time taken 0.259 seconds
Sqrt of 1246.0 is 35.299, time taken 0.270 seconds
Sqrt of 1248.0 is 35.327, time taken 0.276 seconds
Sqrt of 1250.0 is 35.355, time taken 0.256 seconds
Sqrt of 1252.0 is 35.384, time taken 0.268 seconds
Sqrt of 1254.0 is 35.412, time taken 0.289 seconds
Sqrt of 1256.0 is 35.440, time taken 0.277 seconds
Sqrt of 1258.0 is 35.468, time taken 0.274 seconds
Sqrt of 1260.0 is 35.496, time taken 0.272 seconds
Sqrt of 1262.0 is 35.525, time taken 0.271 seconds
Sqrt of 1264.0 is 35.553, time taken 0.261 seconds
Sqrt of 1266.0 is 35.581, time taken 0.256 seconds
Sqrt of 1268.0 is 35.609, time taken 0.306 seconds
Sqrt of 1270.0 is 35.637, time taken 0.298 seconds
Sqrt of 1272.0 is 35.665, time taken 0.256 seconds
Sqrt of 1274.0 is 35.693, time taken 0.247 seconds
Sqrt of 1276.0 is 35.721, time taken 0.248 seconds
Sqrt of 1278.0 is 35.749, time taken 0.268 seconds
Sqrt of 1280.0 is 35.777, time taken 0.270 seconds
Sqrt of 1282.0 is 35.805, time taken 0.266 seconds
Sqrt of 1284.0 is 35.833, time taken 0.319 seconds
Sqrt of 1286.0 is 35.861, time taken 0.252 seconds
Sqrt of 1288.0 is 35.889, time taken 0.308 seconds
Sqrt of 1290.0 is 35.917, time taken 0.269 seconds
Sqrt of 1292.0 is 35.944, time taken 0.247 seconds
Sqrt of 1294.0 is 35.972, time taken 0.244 seconds
Sqrt of 1296.0 is 36.000, time taken 0.277 seconds
Sqrt of 1298.0 is 36.028, time taken 0.282 seconds
Sqrt of 1300.0 is 36.056, time taken 0.291 seconds
Sqrt of 1302.0 is 36.083, time taken 0.260 seconds
Sqrt of 1304.0 is 36.111, time taken 0.239 seconds
Sqrt of 1306.0 is 36.139, time taken 0.260 seconds
Sqrt of 1308.0 is 36.166, time taken 0.267 seconds
Sqrt of 1310.0 is 36.194, time taken 0.265 seconds
Sqrt of 1312.0 is 36.222, time taken 0.263 seconds
Sqrt of 1314.0 is 36.249, time taken 0.280 seconds
Sqrt of 1316.0 is 36.277, time taken 0.253 seconds
Sqrt of 1318.0 is 36.304, time taken 0.290 seconds
Sqrt of 1320.0 is 36.332, time taken 0.255 seconds
Sqrt of 1322.0 is 36.359, time taken 0.284 seconds
Sqrt of 1324.0 is 36.387, time taken 0.271 seconds
Sqrt of 1326.0 is 36.414, time taken 0.275 seconds
Sqrt of 1328.0 is 36.442, time taken 0.239 seconds
Sqrt of 1330.0 is 36.469, time taken 0.251 seconds
Sqrt of 1332.0 is 36.497, time taken 0.309 seconds
Sqrt of 1334.0 is 36.524, time taken 0.265 seconds
Sqrt of 1336.0 is 36.551, time taken 0.260 seconds
Sqrt of 1338.0 is 36.579, time taken 0.243 seconds
Sqrt of 1340.0 is 36.606, time taken 0.248 seconds
Sqrt of 1342.0 is 36.633, time taken 0.240 seconds
Sqrt of 1344.0 is 36.661, time taken 0.289 seconds
Sqrt of 1346.0 is 36.688, time taken 0.257 seconds
Sqrt of 1348.0 is 36.715, time taken 0.249 seconds
Sqrt of 1350.0 is 36.742, time taken 0.265 seconds
Sqrt of 1352.0 is 36.770, time taken 0.249 seconds
Sqrt of 1354.0 is 36.797, time taken 0.257 seconds
Sqrt of 1356.0 is 36.824, time taken 0.250 seconds
Sqrt of 1358.0 is 36.851, time taken 0.272 seconds
Sqrt of 1360.0 is 36.878, time taken 0.309 seconds
Sqrt of 1362.0 is 36.905, time taken 0.261 seconds
Sqrt of 1364.0 is 36.932, time taken 0.262 seconds
Sqrt of 1366.0 is 36.959, time taken 0.248 seconds
Sqrt of 1368.0 is 36.986, time taken 0.252 seconds
Sqrt of 1370.0 is 37.014, time taken 0.239 seconds
Sqrt of 1372.0 is 37.041, time taken 0.245 seconds
Sqrt of 1374.0 is 37.068, time taken 0.251 seconds
Sqrt of 1376.0 is 37.094, time taken 0.255 seconds
Sqrt of 1378.0 is 37.121, time taken 0.268 seconds
Sqrt of 1380.0 is 37.148, time taken 0.266 seconds
Sqrt of 1382.0 is 37.175, time taken 0.268 seconds
Sqrt of 1384.0 is 37.202, time taken 0.259 seconds
Sqrt of 1386.0 is 37.229, time taken 0.280 seconds
Sqrt of 1388.0 is 37.256, time taken 0.258 seconds
Sqrt of 1390.0 is 37.283, time taken 0.289 seconds
Sqrt of 1392.0 is 37.310, time taken 0.252 seconds
Sqrt of 1394.0 is 37.336, time taken 0.252 seconds
Sqrt of 1396.0 is 37.363, time taken 0.246 seconds
Sqrt of 1398.0 is 37.390, time taken 0.260 seconds
Sqrt of 1400.0 is 37.417, time taken 0.246 seconds
Sqrt of 1402.0 is 37.443, time taken 0.263 seconds
Sqrt of 1404.0 is 37.470, time taken 0.249 seconds
Sqrt of 1406.0 is 37.497, time taken 0.307 seconds
Sqrt of 1408.0 is 37.523, time taken 0.269 seconds
Sqrt of 1410.0 is 37.550, time taken 0.273 seconds
Sqrt of 1412.0 is 37.577, time taken 0.265 seconds
Sqrt of 1414.0 is 37.603, time taken 0.261 seconds
Sqrt of 1416.0 is 37.630, time taken 0.285 seconds
Sqrt of 1418.0 is 37.656, time taken 0.261 seconds
Sqrt of 1420.0 is 37.683, time taken 0.292 seconds
Sqrt of 1422.0 is 37.709, time taken 0.265 seconds
Sqrt of 1424.0 is 37.736, time taken 0.261 seconds
Sqrt of 1426.0 is 37.762, time taken 0.275 seconds
Sqrt of 1428.0 is 37.789, time taken 0.276 seconds
Sqrt of 1430.0 is 37.815, time taken 0.275 seconds
Sqrt of 1432.0 is 37.842, time taken 0.239 seconds
Sqrt of 1434.0 is 37.868, time taken 0.262 seconds
Sqrt of 1436.0 is 37.895, time taken 0.317 seconds
Sqrt of 1438.0 is 37.921, time taken 0.278 seconds
Sqrt of 1440.0 is 37.947, time taken 0.261 seconds
Sqrt of 1442.0 is 37.974, time taken 0.263 seconds
Sqrt of 1444.0 is 38.000, time taken 0.276 seconds
Sqrt of 1446.0 is 38.026, time taken 0.249 seconds
Sqrt of 1448.0 is 38.053, time taken 0.304 seconds
Sqrt of 1450.0 is 38.079, time taken 0.290 seconds
Sqrt of 1452.0 is 38.105, time taken 0.249 seconds
Sqrt of 1454.0 is 38.131, time taken 0.263 seconds
Sqrt of 1456.0 is 38.158, time taken 0.262 seconds
Sqrt of 1458.0 is 38.184, time taken 0.274 seconds
Sqrt of 1460.0 is 38.210, time taken 0.274 seconds
Sqrt of 1462.0 is 38.236, time taken 0.253 seconds
Sqrt of 1464.0 is 38.262, time taken 0.255 seconds
Sqrt of 1466.0 is 38.288, time taken 0.294 seconds
Sqrt of 1468.0 is 38.314, time taken 0.262 seconds
Sqrt of 1470.0 is 38.341, time taken 0.257 seconds
Sqrt of 1472.0 is 38.367, time taken 0.260 seconds
Sqrt of 1474.0 is 38.393, time taken 0.261 seconds
Sqrt of 1476.0 is 38.419, time taken 0.280 seconds
Sqrt of 1478.0 is 38.445, time taken 0.267 seconds
Sqrt of 1480.0 is 38.471, time taken 0.265 seconds
Sqrt of 1482.0 is 38.497, time taken 0.266 seconds
Sqrt of 1484.0 is 38.523, time taken 0.296 seconds
Sqrt of 1486.0 is 38.549, time taken 0.266 seconds
Sqrt of 1488.0 is 38.575, time taken 0.263 seconds
Sqrt of 1490.0 is 38.601, time taken 0.257 seconds
Sqrt of 1492.0 is 38.626, time taken 0.250 seconds
Sqrt of 1494.0 is 38.652, time taken 0.254 seconds
Sqrt of 1496.0 is 38.678, time taken 0.250 seconds
Sqrt of 1498.0 is 38.704, time taken 0.257 seconds
Sqrt of 1500.0 is 38.730, time taken 0.281 seconds
Sqrt of 1502.0 is 38.756, time taken 0.263 seconds
Sqrt of 1504.0 is 38.781, time taken 0.250 seconds
Sqrt of 1506.0 is 38.807, time taken 0.245 seconds
Sqrt of 1508.0 is 38.833, time taken 0.247 seconds
Sqrt of 1510.0 is 38.859, time taken 0.253 seconds
Sqrt of 1512.0 is 38.884, time taken 0.218 seconds
Sqrt of 1514.0 is 38.910, time taken 0.254 seconds
Sqrt of 1516.0 is 38.936, time taken 0.244 seconds
Sqrt of 1518.0 is 38.962, time taken 0.311 seconds
Sqrt of 1520.0 is 38.987, time taken 0.255 seconds
Sqrt of 1522.0 is 39.013, time taken 0.240 seconds
Sqrt of 1524.0 is 39.038, time taken 0.245 seconds
Sqrt of 1526.0 is 39.064, time taken 0.245 seconds
Sqrt of 1528.0 is 39.090, time taken 0.239 seconds
Sqrt of 1530.0 is 39.115, time taken 0.237 seconds
Sqrt of 1532.0 is 39.141, time taken 0.238 seconds
Sqrt of 1534.0 is 39.166, time taken 0.239 seconds
Sqrt of 1536.0 is 39.192, time taken 0.279 seconds
Sqrt of 1538.0 is 39.217, time taken 0.282 seconds
Sqrt of 1540.0 is 39.243, time taken 0.258 seconds
Sqrt of 1542.0 is 39.268, time taken 0.280 seconds
Sqrt of 1544.0 is 39.294, time taken 0.256 seconds
Sqrt of 1546.0 is 39.319, time taken 0.245 seconds
Sqrt of 1548.0 is 39.345, time taken 0.240 seconds
Sqrt of 1550.0 is 39.370, time taken 0.262 seconds
Sqrt of 1552.0 is 39.395, time taken 0.249 seconds
Sqrt of 1554.0 is 39.421, time taken 0.255 seconds
Sqrt of 1556.0 is 39.446, time taken 0.283 seconds
Sqrt of 1558.0 is 39.472, time taken 0.284 seconds
Sqrt of 1560.0 is 39.497, time taken 0.259 seconds
Sqrt of 1562.0 is 39.522, time taken 0.253 seconds
Sqrt of 1564.0 is 39.547, time taken 0.278 seconds
Sqrt of 1566.0 is 39.573, time taken 0.259 seconds
Sqrt of 1568.0 is 39.598, time taken 0.258 seconds
Sqrt of 1570.0 is 39.623, time taken 0.256 seconds
Sqrt of 1572.0 is 39.648, time taken 0.239 seconds
Sqrt of 1574.0 is 39.674, time taken 0.261 seconds
Sqrt of 1576.0 is 39.699, time taken 0.248 seconds
Sqrt of 1578.0 is 39.724, time taken 0.257 seconds
Sqrt of 1580.0 is 39.749, time taken 0.269 seconds
Sqrt of 1582.0 is 39.774, time taken 0.268 seconds
Sqrt of 1584.0 is 39.799, time taken 0.257 seconds
Sqrt of 1586.0 is 39.825, time taken 0.264 seconds
Sqrt of 1588.0 is 39.850, time taken 0.258 seconds
Sqrt of 1590.0 is 39.875, time taken 0.263 seconds
Sqrt of 1592.0 is 39.900, time taken 0.264 seconds
Sqrt of 1594.0 is 39.925, time taken 0.300 seconds
Sqrt of 1596.0 is 39.950, time taken 0.259 seconds
Sqrt of 1598.0 is 39.975, time taken 0.260 seconds
Sqrt of 1600.0 is 40.000, time taken 0.263 seconds
Sqrt of 1602.0 is 40.025, time taken 0.252 seconds
Sqrt of 1604.0 is 40.050, time taken 0.250 seconds
Sqrt of 1606.0 is 40.075, time taken 0.247 seconds
Sqrt of 1608.0 is 40.100, time taken 0.246 seconds
Sqrt of 1610.0 is 40.125, time taken 0.250 seconds
Sqrt of 1612.0 is 40.150, time taken 0.310 seconds
Sqrt of 1614.0 is 40.175, time taken 0.245 seconds
Sqrt of 1616.0 is 40.200, time taken 0.263 seconds
Sqrt of 1618.0 is 40.224, time taken 0.255 seconds
Sqrt of 1620.0 is 40.249, time taken 0.246 seconds
Sqrt of 1622.0 is 40.274, time taken 0.277 seconds
Sqrt of 1624.0 is 40.299, time taken 0.259 seconds
Sqrt of 1626.0 is 40.324, time taken 0.263 seconds
Sqrt of 1628.0 is 40.348, time taken 0.285 seconds
Sqrt of 1630.0 is 40.373, time taken 0.259 seconds
Sqrt of 1632.0 is 40.398, time taken 0.245 seconds
Sqrt of 1634.0 is 40.423, time taken 0.241 seconds
Sqrt of 1636.0 is 40.447, time taken 0.223 seconds
Sqrt of 1638.0 is 40.472, time taken 0.255 seconds
Sqrt of 1640.0 is 40.497, time taken 0.247 seconds
Sqrt of 1642.0 is 40.522, time taken 0.265 seconds
Sqrt of 1644.0 is 40.546, time taken 0.298 seconds
Sqrt of 1646.0 is 40.571, time taken 0.253 seconds
Sqrt of 1648.0 is 40.596, time taken 0.248 seconds
Sqrt of 1650.0 is 40.620, time taken 0.250 seconds
Sqrt of 1652.0 is 40.645, time taken 0.244 seconds
Sqrt of 1654.0 is 40.669, time taken 0.273 seconds
Sqrt of 1656.0 is 40.694, time taken 0.272 seconds
Sqrt of 1658.0 is 40.719, time taken 0.241 seconds
Sqrt of 1660.0 is 40.743, time taken 0.256 seconds
Sqrt of 1662.0 is 40.768, time taken 0.277 seconds
Sqrt of 1664.0 is 40.792, time taken 0.244 seconds
Sqrt of 1666.0 is 40.817, time taken 0.241 seconds
Sqrt of 1668.0 is 40.841, time taken 0.250 seconds
Sqrt of 1670.0 is 40.866, time taken 0.245 seconds
Sqrt of 1672.0 is 40.890, time taken 0.249 seconds
Sqrt of 1674.0 is 40.915, time taken 0.246 seconds
Sqrt of 1676.0 is 40.939, time taken 0.264 seconds
Sqrt of 1678.0 is 40.963, time taken 0.261 seconds
Sqrt of 1680.0 is 40.988, time taken 0.288 seconds
Sqrt of 1682.0 is 41.012, time taken 0.262 seconds
Sqrt of 1684.0 is 41.037, time taken 0.265 seconds
Sqrt of 1686.0 is 41.061, time taken 0.284 seconds
Sqrt of 1688.0 is 41.085, time taken 0.254 seconds
Sqrt of 1690.0 is 41.110, time taken 0.259 seconds
Sqrt of 1692.0 is 41.134, time taken 0.268 seconds
Sqrt of 1694.0 is 41.158, time taken 0.255 seconds
Sqrt of 1696.0 is 41.183, time taken 0.250 seconds
Sqrt of 1698.0 is 41.207, time taken 0.267 seconds
Sqrt of 1700.0 is 41.231, time taken 0.269 seconds
Sqrt of 1702.0 is 41.255, time taken 0.260 seconds
Sqrt of 1704.0 is 41.280, time taken 0.284 seconds
Sqrt of 1706.0 is 41.304, time taken 0.252 seconds
Sqrt of 1708.0 is 41.328, time taken 0.267 seconds
Sqrt of 1710.0 is 41.352, time taken 0.303 seconds
Sqrt of 1712.0 is 41.376, time taken 0.257 seconds
Sqrt of 1714.0 is 41.400, time taken 0.265 seconds
Sqrt of 1716.0 is 41.425, time taken 0.267 seconds
Sqrt of 1718.0 is 41.449, time taken 0.259 seconds
Sqrt of 1720.0 is 41.473, time taken 0.262 seconds
Sqrt of 1722.0 is 41.497, time taken 0.253 seconds
Sqrt of 1724.0 is 41.521, time taken 0.296 seconds
Sqrt of 1726.0 is 41.545, time taken 0.255 seconds
Sqrt of 1728.0 is 41.569, time taken 0.271 seconds
Sqrt of 1730.0 is 41.593, time taken 0.253 seconds
Sqrt of 1732.0 is 41.617, time taken 0.258 seconds
Sqrt of 1734.0 is 41.641, time taken 0.248 seconds
Sqrt of 1736.0 is 41.665, time taken 0.248 seconds
Sqrt of 1738.0 is 41.689, time taken 0.240 seconds
Sqrt of 1740.0 is 41.713, time taken 0.270 seconds
Sqrt of 1742.0 is 41.737, time taken 0.231 seconds
Sqrt of 1744.0 is 41.761, time taken 0.242 seconds
Sqrt of 1746.0 is 41.785, time taken 0.252 seconds
Sqrt of 1748.0 is 41.809, time taken 0.253 seconds
Sqrt of 1750.0 is 41.833, time taken 0.244 seconds
Sqrt of 1752.0 is 41.857, time taken 0.262 seconds
Sqrt of 1754.0 is 41.881, time taken 0.260 seconds
Sqrt of 1756.0 is 41.905, time taken 0.256 seconds
Sqrt of 1758.0 is 41.929, time taken 0.269 seconds
Sqrt of 1760.0 is 41.952, time taken 0.250 seconds
Sqrt of 1762.0 is 41.976, time taken 0.262 seconds
Sqrt of 1764.0 is 42.000, time taken 0.260 seconds
Sqrt of 1766.0 is 42.024, time taken 0.285 seconds
Sqrt of 1768.0 is 42.048, time taken 0.252 seconds
Sqrt of 1770.0 is 42.071, time taken 0.251 seconds
Sqrt of 1772.0 is 42.095, time taken 0.253 seconds
Sqrt of 1774.0 is 42.119, time taken 0.245 seconds
Sqrt of 1776.0 is 42.143, time taken 0.263 seconds
Sqrt of 1778.0 is 42.166, time taken 0.268 seconds
Sqrt of 1780.0 is 42.190, time taken 0.267 seconds
Sqrt of 1782.0 is 42.214, time taken 0.266 seconds
Sqrt of 1784.0 is 42.237, time taken 0.290 seconds
Sqrt of 1786.0 is 42.261, time taken 0.258 seconds
Sqrt of 1788.0 is 42.285, time taken 0.259 seconds
Sqrt of 1790.0 is 42.308, time taken 0.296 seconds
Sqrt of 1792.0 is 42.332, time taken 0.257 seconds
Sqrt of 1794.0 is 42.356, time taken 0.278 seconds
Sqrt of 1796.0 is 42.379, time taken 0.274 seconds
Sqrt of 1798.0 is 42.403, time taken 0.269 seconds
Sqrt of 1800.0 is 42.426, time taken 0.261 seconds
Sqrt of 1802.0 is 42.450, time taken 0.268 seconds
Sqrt of 1804.0 is 42.474, time taken 0.327 seconds
Sqrt of 1806.0 is 42.497, time taken 0.253 seconds
Sqrt of 1808.0 is 42.521, time taken 0.258 seconds
Sqrt of 1810.0 is 42.544, time taken 0.252 seconds
Sqrt of 1812.0 is 42.568, time taken 0.274 seconds
Sqrt of 1814.0 is 42.591, time taken 0.274 seconds
Sqrt of 1816.0 is 42.615, time taken 0.261 seconds
Sqrt of 1818.0 is 42.638, time taken 0.311 seconds
Sqrt of 1820.0 is 42.661, time taken 0.258 seconds
Sqrt of 1822.0 is 42.685, time taken 0.257 seconds
Sqrt of 1824.0 is 42.708, time taken 0.268 seconds
Sqrt of 1826.0 is 42.732, time taken 0.259 seconds
Sqrt of 1828.0 is 42.755, time taken 0.259 seconds
Sqrt of 1830.0 is 42.778, time taken 0.250 seconds
Sqrt of 1832.0 is 42.802, time taken 0.274 seconds
Sqrt of 1834.0 is 42.825, time taken 0.466 seconds
Sqrt of 1836.0 is 42.849, time taken 0.272 seconds
Sqrt of 1838.0 is 42.872, time taken 0.274 seconds
Sqrt of 1840.0 is 42.895, time taken 0.274 seconds
Sqrt of 1842.0 is 42.919, time taken 0.269 seconds
Sqrt of 1844.0 is 42.942, time taken 0.284 seconds
Sqrt of 1846.0 is 42.965, time taken 0.268 seconds
Sqrt of 1848.0 is 42.988, time taken 0.263 seconds
Sqrt of 1850.0 is 43.012, time taken 0.274 seconds
Sqrt of 1852.0 is 43.035, time taken 0.252 seconds
Sqrt of 1854.0 is 43.058, time taken 0.253 seconds
Sqrt of 1856.0 is 43.081, time taken 0.263 seconds
Sqrt of 1858.0 is 43.105, time taken 0.259 seconds
Sqrt of 1860.0 is 43.128, time taken 0.258 seconds
Sqrt of 1862.0 is 43.151, time taken 0.263 seconds
Sqrt of 1864.0 is 43.174, time taken 0.281 seconds
Sqrt of 1866.0 is 43.197, time taken 0.257 seconds
Sqrt of 1868.0 is 43.220, time taken 0.250 seconds
Sqrt of 1870.0 is 43.243, time taken 0.246 seconds
Sqrt of 1872.0 is 43.267, time taken 0.261 seconds
Sqrt of 1874.0 is 43.290, time taken 0.239 seconds
Sqrt of 1876.0 is 43.313, time taken 0.239 seconds
Sqrt of 1878.0 is 43.336, time taken 0.245 seconds
Sqrt of 1880.0 is 43.359, time taken 0.272 seconds
Sqrt of 1882.0 is 43.382, time taken 0.243 seconds
Sqrt of 1884.0 is 43.405, time taken 0.240 seconds
Sqrt of 1886.0 is 43.428, time taken 0.239 seconds
Sqrt of 1888.0 is 43.451, time taken 0.235 seconds
Sqrt of 1890.0 is 43.474, time taken 0.261 seconds
Sqrt of 1892.0 is 43.497, time taken 0.262 seconds
Sqrt of 1894.0 is 43.520, time taken 0.256 seconds
Sqrt of 1896.0 is 43.543, time taken 0.253 seconds
Sqrt of 1898.0 is 43.566, time taken 0.288 seconds
Sqrt of 1900.0 is 43.589, time taken 0.250 seconds
Sqrt of 1902.0 is 43.612, time taken 0.245 seconds
Sqrt of 1904.0 is 43.635, time taken 0.243 seconds
Sqrt of 1906.0 is 43.658, time taken 0.245 seconds
Sqrt of 1908.0 is 43.681, time taken 0.253 seconds
Sqrt of 1910.0 is 43.704, time taken 0.244 seconds
Sqrt of 1912.0 is 43.726, time taken 0.242 seconds
Sqrt of 1914.0 is 43.749, time taken 0.244 seconds
Sqrt of 1916.0 is 43.772, time taken 0.294 seconds
Sqrt of 1918.0 is 43.795, time taken 0.258 seconds
Sqrt of 1920.0 is 43.818, time taken 0.261 seconds
Sqrt of 1922.0 is 43.841, time taken 0.265 seconds
Sqrt of 1924.0 is 43.863, time taken 0.259 seconds
Sqrt of 1926.0 is 43.886, time taken 0.246 seconds
Sqrt of 1928.0 is 43.909, time taken 0.263 seconds
Sqrt of 1930.0 is 43.932, time taken 0.271 seconds
Sqrt of 1932.0 is 43.955, time taken 0.286 seconds
Sqrt of 1934.0 is 43.977, time taken 0.248 seconds
Sqrt of 1936.0 is 44.000, time taken 0.242 seconds
Sqrt of 1938.0 is 44.023, time taken 0.255 seconds
Sqrt of 1940.0 is 44.045, time taken 0.258 seconds
Sqrt of 1942.0 is 44.068, time taken 0.247 seconds
Sqrt of 1944.0 is 44.091, time taken 0.260 seconds
Sqrt of 1946.0 is 44.113, time taken 0.266 seconds
Sqrt of 1948.0 is 44.136, time taken 0.300 seconds
Sqrt of 1950.0 is 44.159, time taken 0.273 seconds
Sqrt of 1952.0 is 44.181, time taken 0.255 seconds
Sqrt of 1954.0 is 44.204, time taken 0.264 seconds
Sqrt of 1956.0 is 44.227, time taken 0.248 seconds
Sqrt of 1958.0 is 44.249, time taken 0.272 seconds
Sqrt of 1960.0 is 44.272, time taken 0.268 seconds
Sqrt of 1962.0 is 44.294, time taken 0.304 seconds
Sqrt of 1964.0 is 44.317, time taken 0.278 seconds
Sqrt of 1966.0 is 44.340, time taken 0.276 seconds
Sqrt of 1968.0 is 44.362, time taken 0.296 seconds
Sqrt of 1970.0 is 44.385, time taken 0.288 seconds
Sqrt of 1972.0 is 44.407, time taken 0.268 seconds
Sqrt of 1974.0 is 44.430, time taken 0.261 seconds
Sqrt of 1976.0 is 44.452, time taken 0.268 seconds
Sqrt of 1978.0 is 44.475, time taken 0.249 seconds
Sqrt of 1980.0 is 44.497, time taken 0.263 seconds
Sqrt of 1982.0 is 44.520, time taken 0.247 seconds
Sqrt of 1984.0 is 44.542, time taken 0.271 seconds
Sqrt of 1986.0 is 44.565, time taken 0.298 seconds
Sqrt of 1988.0 is 44.587, time taken 0.273 seconds
Sqrt of 1990.0 is 44.609, time taken 0.294 seconds
Sqrt of 1992.0 is 44.632, time taken 0.213 seconds
Sqrt of 1994.0 is 44.654, time taken 0.258 seconds
Sqrt of 1996.0 is 44.677, time taken 0.298 seconds
Sqrt of 1998.0 is 44.699, time taken 0.261 seconds
Sqrt of 2000.0 is 44.721, time taken 0.254 seconds
